,Department,Class,Credits,Requisites,Course Designation,Repeatable for Credit,Last Taught
745,Asian Languages and Cultures,ASIAN/RELIG ST  307,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
746,Asian Languages and Cultures,ASIAN/HISTORY/RELIG ST  308,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
747,Asian Languages and Cultures,ASIAN 310,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
748,Asian Languages and Cultures,ASIAN/HISTORY  319,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
749,Asian Languages and Cultures,ASIAN/HISTORY  335,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
750,Asian Languages and Cultures,ASIAN/HISTORY  337,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
751,Asian Languages and Cultures,ASIAN/HISTORY  341,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
752,Asian Languages and Cultures,ASIAN/HISTORY  342,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
753,Asian Languages and Cultures,ASIAN 351,3,"ASIALANG 102 (or E ASIAN 102 prior to Fall 2019), placement into ASIALANG 201, or graduate/professional standing",Breadth - Literature. Counts toward the Humanities req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
754,Asian Languages and Cultures,ASIAN 352,3,ASIALANG 102 or 356 (E ASIAN 102 or 312 prior to Fall 2019) or placement into ASIALANG 201,Breadth - Literature. Counts toward the Humanities req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
755,Asian Languages and Cultures,ASIAN 353,3,ASIALANG 104 or 356 (or E ASIAN 104 or 312 prior to Fall 2019) or placement into ASIALANG 203. Not open to students with credit for LITTRANS 263,Breadth - Literature. Counts toward the Humanities req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
756,Asian Languages and Cultures,ASIAN 354,3,E ASIAN 104,Breadth - Literature. Counts toward the Humanities req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2021
757,Asian Languages and Cultures,ASIAN 355,3,ASIALANG 104 or 356 (E ASIAN 104 or 320 prior to Summer 2019) or placement into ASIALANG 203,Breadth - Literature. Counts toward the Humanities req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
758,Asian Languages and Cultures,ASIAN 358,3,ASIALANG 104 or 356 (E ASIAN 104 or 320 prior to Summer 2019) or placement into ASIALANG 203,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
759,Asian Languages and Cultures,ASIAN 361,3,Sophomore standing,Breadth - Literature. Counts toward the Humanities req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
760,Asian Languages and Cultures,ASIAN/HISTORY  363,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
761,Asian Languages and Cultures,ASIAN 367,3,Sophomore standing,Breadth - Literature. Counts toward the Humanities req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
762,Asian Languages and Cultures,ASIAN/AFRICAN/RELIG ST  370,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
763,Asian Languages and Cultures,ASIAN 371,2,Sophomore standing,Breadth - Literature. Counts toward the Humanities req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Summer 2023
764,Asian Languages and Cultures,ASIAN 375,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
765,Asian Languages and Cultures,ASIAN 376,3,ASIALANG 104 (or E ASIAN 104 prior to Summer 2019) or placement into ASIALANG 203,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
766,Asian Languages and Cultures,ASIAN 378,3,ASIALANG 104 (or E ASIAN 104 prior to Fall 2019) or placement into ASIALANG 203,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
767,Asian Languages and Cultures,ASIAN/ART HIST  379,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
768,Asian Languages and Cultures,ASIAN 403,3,Sophomore standing,Breadth - Literature. Counts toward the Humanities req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
769,Asian Languages and Cultures,ASIAN/RELIG ST  405,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
770,Asian Languages and Cultures,ASIAN/ART HIST  428,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
771,Asian Languages and Cultures,ASIAN/RELIG ST  430,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
772,Asian Languages and Cultures,ASIAN 432,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
773,Asian Languages and Cultures,ASIAN 433,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Spring 2023
774,Asian Languages and Cultures,ASIAN 434,3,ASIALANG 104 or 356 (E ASIAN 104 or 320 prior to Summer 2019) or placement into ASIALANG 203,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
775,Asian Languages and Cultures,ASIAN/COM ARTS  443,3,Junior standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
776,Asian Languages and Cultures,ASIAN/HISTORY  456,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
777,Asian Languages and Cultures,ASIAN/HISTORY  458,3,Junior standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
778,Asian Languages and Cultures,ASIAN/RELIG ST  460,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
779,Asian Languages and Cultures,ASIAN/RELIG ST  466,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
780,Asian Languages and Cultures,ASIAN/RELIG ST  473,3,Sophomore standing (not open to students with credit for LCA 624 prior to Fall 2019),Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
781,Asian Languages and Cultures,ASIAN 533,3,ASIALANG 404 and 313 or graduate/professional standing,Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
782,Asian Languages and Cultures,ASIAN 563,3,ASIALANG 303 (or E ASIAN 303 prior to Fall 2019) or placement into ASIALANG 304,Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Spring 2023
783,Asian Languages and Cultures,ASIAN 573,3,ASIALANG 303 (or E ASIAN 303 prior to Fall 2019) or placement into ASIALANG 304,Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
784,Asian Languages and Cultures,ASIAN 600,3,Junior standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2021
785,Asian Languages and Cultures,ASIAN/ART HIST  621,3,Senior standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
786,Asian Languages and Cultures,ASIAN 630,3,Junior standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
787,Asian Languages and Cultures,ASIAN 631,3,ASIALANG 102 or 356 (E ASIAN 102 or 312 prior to Fall 2019) or placement into ASIALANG 201,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
788,Asian Languages and Cultures,ASIAN 632,3,Junior standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
789,Asian Languages and Cultures,ASIAN 633,3,Junior standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
790,Asian Languages and Cultures,ASIAN 641,3,"ASIALANG 301, placement into ASIALANG 302, or graduate/professional standing. Not open to students with credit for E ASIAN 651 prior to Fall 2019.",Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
