,School,Department,Class,Credits,Requisites,Course Designation,Repeatable for Credit,Last Taught
5347,,Landscape Architecture,LAND ARC/ENVIR ST  361,3,"(ZOOLOGY/BIOLOGY  101 and 102), ZOOLOGY/BIOLOGY/BOTANY  152, ZOOLOGY 153, (BIOCORE 381 and 382), BIOLOGY/BOTANY  130, or graduate/professional standing",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5348,,Landscape Architecture,LAND ARC 363,3,Junior standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, for 2 number of completions",Fall 2022
5349,,Landscape Architecture,LAND ARC 366,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2023
5350,,Landscape Architecture,LAND ARC/ENVIR ST/F&W ECOL/G L E/GEOG/GEOSCI  371,3,"(Sophomore standing and MATH 113, 114, or 171), graduate/professional standing, or member of Engineering Guest Students",Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2023
5351,,Landscape Architecture,LAND ARC 375,1,Sophomore standing,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
5352,,Landscape Architecture,LAND ARC 380,2,"LAND ARC 250, (BOTANY 100, BOTANY/BIOLOGY  130, ZOOLOGY/BIOLOGY/BOTANY  152, or BIOCORE 381 and 382), and sophomore standing, or graduate/professional standing",Breadth - Natural Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5353,,Landscape Architecture,LAND ARC 397,1,Sophomore standing and declared in Landscape Architecture BLA,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Workplace - Workplace Experience Course,"Yes, for 3 number of completions",Fall 2023
5354,,Landscape Architecture,LAND ARC 460,3,LAND ARC 261,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5355,,Landscape Architecture,LAND ARC/URB R PL  463,3,Junior standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
5356,,Landscape Architecture,LAND ARC 511,3,"LAND ARC 311, GEOG/CIV ENGR/ENVIR ST  377, or graduate/professional standing",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5357,,Landscape Architecture,LAND ARC 525,3,Junior standing,Breadth - Either Humanities or Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
5358,,Landscape Architecture,LAND ARC/ENVIR ST/GEOG/URB R PL  532,3,GEOG/CIV ENGR/ENVIR ST  377 or graduate/professional standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5359,,Landscape Architecture,LAND ARC 550,3,Senior standing and declared in Landscape Architecture BLA,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5360,,Landscape Architecture,LAND ARC/CIV ENGR/ENVIR ST  556,3,"LAND ARC/ENVIR ST/F&W ECOL/G L E/GEOG/GEOSCI  371, graduate/professional standing, or member of Engineering Guest Students",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5361,,Landscape Architecture,LAND ARC 560,4,Declared in Landscape Architecture BLA and HORT/LAND ARC  263,Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5362,,Landscape Architecture,LAND ARC 561,4,LAND ARC 321,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
5363,,Landscape Architecture,LAND ARC 562,4,LAND ARC 321 or graduate/professional standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
5364,,Landscape Architecture,LAND ARC 563,4,LAND ARC 562,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5365,,Landscape Architecture,LAND ARC/ENVIR ST  581,3,Junior standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5366,,Landscape Architecture,LAND ARC 590,1,Junior standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Summer 2022
5367,,Landscape Architecture,LAND ARC 610,3,Declared in Landscape Architecture BLA,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
5368,,Landscape Architecture,LAND ARC 611,4,LAND ARC 610,Gen Ed - Communication Part B Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
5369,,Landscape Architecture,LAND ARC 621,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
5370,,Landscape Architecture,LAND ARC/DS  639,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
5371,,Landscape Architecture,LAND ARC 668,3,"BIOCORE 381, ZOOLOGY/BIOLOGY/BOTANY  152, ZOOLOGY/BIOLOGY  102, BIOLOGY/BOTANY  130, or graduate/professional standing",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5372,,Landscape Architecture,LAND ARC 677,3,Junior standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5373,,Landscape Architecture,LAND ARC 681,2,Consent of instructor,Honors - Honors Only Courses (H),No,Fall 2021
5374,,Landscape Architecture,LAND ARC 682,2,Consent of instructor,Honors - Honors Only Courses (H),No,Spring 2022
5375,,Landscape Architecture,LAND ARC/ENVIR ST/SOIL SCI  695,3,LAND ARC 211 or ENVIR ST/CIV ENGR/GEOG  377 or graduate/professional standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5376,,Landscape Architecture,LAND ARC 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
5377,,Landscape Architecture,LAND ARC 710,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5378,,Landscape Architecture,LAND ARC 720,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5379,,Landscape Architecture,LAND ARC 740,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
5380,,Landscape Architecture,LAND ARC/ANTHRO/ART HIST/DS/HISTORY  764,4,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
5381,,Landscape Architecture,LAND ARC 866,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
5382,,Landscape Architecture,LAND ARC 940,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5383,,Landscape Architecture,LAND ARC 990,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5384,,Landscape Architecture,LAND ARC 999,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5385,,"Latin American, Caribbean, and Iberian Studies",LACIS/HISTORY/INTL ST  242,3,,Breadth - Either Humanities or Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2021
5386,,"Latin American, Caribbean, and Iberian Studies",LACIS/HISTORY  243,3,,Breadth - Either Humanities or Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
5387,,"Latin American, Caribbean, and Iberian Studies",LACIS/AFROAMER/ANTHRO/C&E SOC/GEOG/HISTORY/POLI SCI/SOC/SPANISH  260,3,,Breadth - Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5388,,"Latin American, Caribbean, and Iberian Studies",LACIS/CHICLA/HISTORY/POLI SCI  268,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2020
5389,,"Latin American, Caribbean, and Iberian Studies",LACIS/CHICLA/HISTORY/POLI SCI  355,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2021
5390,,"Latin American, Caribbean, and Iberian Studies",LACIS/ANTHRO  361,4,,Frgn Lang - 1st semester language course Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5391,,"Latin American, Caribbean, and Iberian Studies",LACIS/ANTHRO  362,4,LACIS/ANTHRO  361,Frgn Lang - 2nd semester language course Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
5392,,"Latin American, Caribbean, and Iberian Studies",LACIS/ANTHRO  363,4,LACIS/ANTHRO  362,Frgn Lang - 3rd semester language course Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5393,,"Latin American, Caribbean, and Iberian Studies",LACIS/ANTHRO  364,4,LACIS/ANTHRO  363,Frgn Lang - 4th semester language course Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
5394,,"Latin American, Caribbean, and Iberian Studies",LACIS/ILS  367,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5395,,"Latin American, Caribbean, and Iberian Studies",LACIS/ANTHRO  376,4,,Breadth - Humanities Frgn Lang - 1st semester language course Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5396,,"Latin American, Caribbean, and Iberian Studies",LACIS/ANTHRO  377,4,LACIS/ANTHRO  376,Breadth - Humanities Frgn Lang - 2nd semester language course Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
5397,,"Latin American, Caribbean, and Iberian Studies",LACIS 440,1,Sophomore standing,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
5398,,"Latin American, Caribbean, and Iberian Studies",LACIS 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Summer 2023
5399,,"Latin American, Caribbean, and Iberian Studies",LACIS/A A E/ANTHRO/C&E SOC/GEOG/HISTORY/POLI SCI/PORTUG/SOC/SPANISH  982,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5400,College of Letters & Science,Latin,LATIN 103,4,,Frgn Lang - 1st semester language course Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5401,College of Letters & Science,Latin,LATIN 104,4,LATIN 103,Frgn Lang - 2nd semester language course Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
5402,College of Letters & Science,Latin,LATIN 305,4,"LATIN 104, 391, or graduate/professional standing",Frgn Lang - 3rd semester language course Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5403,College of Letters & Science,Latin,LATIN 306,4,LATIN 305 or graduate/professional standing,Frgn Lang - 4th semester language course Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
5404,College of Letters & Science,Latin,LATIN 391,4,Not open to students with credit for LATIN 103 or 104,Frgn Lang - 2nd semester language course Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
5405,College of Letters & Science,Latin,LATIN 401,3,LATIN 306 or graduate/professional standing,Breadth - Literature. Counts toward the Humanities req Frgn Lang - 5th + semester language course Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5406,College of Letters & Science,Latin,LATIN 519,3,LATIN 302 or graduate/professional standing,Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5407,College of Letters & Science,Latin,LATIN 520,3,LATIN 302 or graduate/professional standing,Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2021
5408,College of Letters & Science,Latin,LATIN 524,3,,Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2021
5409,College of Letters & Science,Latin,LATIN 539,3,LATIN 302 or graduate/professional standing,Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2022
